"","model.id","biobase.id","mDataType"
"1332","M5.1.F178","73230","mutation"
"1333","M15.1.F178","73230","mutation"
"1334","M5.1.F179","68941","mutation"
"1335","M15.2.F179","68941","mutation"
"1336","M25.1.F179","68941","mutation"
"1337","M5.1.F180",NA,"mutation"
"1339","M5.1.F182",NA,"mutation"
"1340","M15.1.F182",NA,"mutation"
"1341","M5.1.F183",NA,"mutation"
"1343","M5.1.F184","73230","mutation"
"1344","M15.1.F184","73230","mutation"
"1349","M5.1.F188","73230","mutation"
"1350","M15.2.F188","73230","mutation"
"1351","M25.1.F188","73230","mutation"
"1352","M35.1.F188","73230","mutation"
"1353","M45.1.F188","73230","mutation"
"1354","M5.1.F189","48041","mutation"
"1355","M5.1.F191","48041","mutation"
"1356","M5.1.F192",NA,"mutation"
"1357","M15.1.F192",NA,"mutation"
"1358","M25.1.F192",NA,"mutation"
"1359","M35.1.F192",NA,"mutation"
"1360","M5.1.F193",NA,"mutation"
"1361","M15.1.F193",NA,"mutation"
"1363","M5.1.F195",NA,"mutation"
"1364","M5.1.F196","73263","mutation"
"1365","M5.1.F197","73230","mutation"
"1366","M15.2.F197","73230","mutation"
"1367","M25.1.F197","73230","mutation"
"1368","M35.1.F197","73230","mutation"
"1369","M45.1.F197","73230","mutation"
"1370","M5.1.F198","71335","mutation"
"1371","M15.2.F198","71335","mutation"
"1372","M25.1.F198","71335","mutation"
"1373","M26.2.F198","71335","mutation"
"1374","M5.1.F199","70620","mutation"
"1375","M5.1.F200",NA,"mutation"
"1376","M5.1.F201",NA,"mutation"
"1378","M5.1.F205",NA,"mutation"
"1379","M15.1.F205",NA,"mutation"
"1380","M5.1.F207","48041","mutation"
"1381","M5.1.F208","69196","mutation"
"1382","M5.1.F209",NA,"mutation"
"1383","M15.1.F209",NA,"mutation"
"1384","M5.1.F210","73230","mutation"
"1385","M15.2.F210","73230","mutation"
"1386","M25.1.F210","73230","mutation"
"1389","M5.1.F212",NA,"mutation"
"1390","M5.1.F213",NA,"mutation"
"1391","M15.1.F213",NA,"mutation"
"1392","M5.1.F214",NA,"mutation"
"1393","M15.1.F214",NA,"mutation"
"1395","M5.1.F215","73230","mutation"
"1396","M15.1.F215","73230","mutation"
"1397","M25.1.F215","73230","mutation"
"1398","M35.1.F215","73230","mutation"
"1399","M45.1.F215","73230","mutation"
"1401","M15.1.F216",NA,"mutation"
"1403","M5.1.F218",NA,"mutation"
"1404","M15.1.F218",NA,"mutation"
"1405","M5.1.F219","73263","mutation"
"1406","M5.1.F220","73263","mutation"
"1407","M5.1.F221","48602","mutation"
"1409","M5.1.F223","47904","mutation"
"1410","M15.1.F223","47904","mutation"
"1411","M5.1.F224",NA,"mutation"
"1416","M5.1.F228","47904","mutation"
"1417","M15.1.F228","47904","mutation"
"1418","M5.1.F230",NA,"mutation"
"1419","M15.1.F230",NA,"mutation"
"1423","M5.1.F234","73263","mutation"
"1424","M15.1.F234","73263","mutation"
"1425","M25.1.F234","73263","mutation"
"1426","M5.1.F235",NA,"mutation"
"1431","M5.1.F240",NA,"mutation"
"1432","M15.1.F241","73230","mutation"
"1433","M5.1.F242","71335","mutation"
"1434","M15.1.F242","71335","mutation"
"1435","M25.1.F242","71335","mutation"
"1436","M35.1.F242","71335","mutation"
"1437","M5.1.F244",NA,"mutation"
"1438","M15.1.F244",NA,"mutation"
"1439","M25.1.F244",NA,"mutation"
"1440","M35.1.F244",NA,"mutation"
"1445","M5.1.F248",NA,"mutation"
"1446","M15.1.F248",NA,"mutation"
"1447","M25.1.F248",NA,"mutation"
"1448","M35.1.F248",NA,"mutation"
"1449","M45.1.F248",NA,"mutation"
"1456","M5.2.F253",NA,"mutation"
"1457","M15.3.F253",NA,"mutation"
"1459","M5.1.F256",NA,"mutation"
"1460","M15.1.F256",NA,"mutation"
"1461","M5.1.F257",NA,"mutation"
"1462","M15.2.F257",NA,"mutation"
"1463","M5.1.F258",NA,"mutation"
"1464","M15.1.F258",NA,"mutation"
"1469","M5.1.F261","241417","mutation"
"1470","M15.1.F261","241417","mutation"
"1471","M25.1.F261","241417","mutation"
"1472","M35.1.F261","241417","mutation"
"1473","M5.1.F262",NA,"mutation"
"1476","M5.1.F264","47904","mutation"
"1480","M5.1.F268",NA,"mutation"
"1481","M15.1.F268",NA,"mutation"
"1482","M25.1.F268",NA,"mutation"
"1485","M5.1.F270",NA,"mutation"
"1486","M15.1.F270",NA,"mutation"
"1487","M25.1.F270",NA,"mutation"
"1488","M5.1.F272","47904","mutation"
"1489","M15.1.F272","47904","mutation"
"1494","M5.1.F276",NA,"mutation"
"1495","M5.1.F277",NA,"mutation"
"1498","M5.1.F280","73263","mutation"
"1499","M15.1.F280","73263","mutation"
"1500","M5.1.F281",NA,"mutation"
"1501","M15.1.F281",NA,"mutation"
"1502","M25.1.F281",NA,"mutation"
"1506","M5.1.F283",NA,"mutation"
"1507","M25.1.F283",NA,"mutation"
"1508","M35.1.F283",NA,"mutation"
"1509","M45.1.F283",NA,"mutation"
"1515","M5.1.F287",NA,"mutation"
"1518","M5.1.F289",NA,"mutation"
"1519","M15.1.F289",NA,"mutation"
"1520","M25.1.F289",NA,"mutation"
"1521","M5.1.F290",NA,"mutation"
"1522","M5.1.F291","241417","mutation"
"1523","M15.1.F291","241417","mutation"
"1524","M25.1.F291","241417","mutation"
"1525","M26.2.F291","241417","mutation"
"1526","M5.1.F292",NA,"mutation"
"1527","M15.1.F292",NA,"mutation"
"1528","M25.1.F292",NA,"mutation"
"1529","M35.1.F292",NA,"mutation"
"1532","M5.1.F294","73263","mutation"
"1535","M5.1.F297",NA,"mutation"
"1536","M15.1.F297",NA,"mutation"
"1539","M5.1.F299",NA,"mutation"
"1540","M15.1.F299",NA,"mutation"
"1541","M25.1.F299",NA,"mutation"
"1542","M35.1.F299",NA,"mutation"
"1544","M5.1.F301",NA,"mutation"
"1545","M5.1.F302",NA,"mutation"
"1546","M15.2.F302",NA,"mutation"
"1547","M5.1.F304","48602","mutation"
"1548","M5.1.F305",NA,"mutation"
"1549","M15.1.F305",NA,"mutation"
"1561","M5.1.F310",NA,"mutation"
"1562","M5.1.F312",NA,"mutation"
"1563","M15.1.F312",NA,"mutation"
"1564","M5.1.F313",NA,"mutation"
"1565","M15.1.F313",NA,"mutation"
"1566","M25.1.F313",NA,"mutation"
"1567","M35.1.F313",NA,"mutation"
"1568","M45.1.F313",NA,"mutation"
"1572","M15.1.F316",NA,"mutation"
"1573","M16.2.F316",NA,"mutation"
"1574","M5.1.F317","241417","mutation"
"1575","M5.1.F318",NA,"mutation"
"1576","M15.1.F318",NA,"mutation"
"1577","M5.1.F319","73230","mutation"
"1578","M15.1.F319","73230","mutation"
"1579","M25.1.F319","73230","mutation"
"1580","M5.1.F320","241417","mutation"
"1581","M15.1.F320","241417","mutation"
"1582","M25.1.F320","241417","mutation"
"1584","M5.1.F322","73263","mutation"
"1585","M5.1.F323","73263","mutation"
"1588","M25.1.F324",NA,"mutation"
"1589","M35.1.F324",NA,"mutation"
"1590","M45.1.F324",NA,"mutation"
"1591","M5.1.F325",NA,"mutation"
"1592","M5.1.F326","241417","mutation"
"1593","M5.1.F327","69196","mutation"
"1594","M5.1.F328",NA,"mutation"
"1595","M6.2.F328",NA,"mutation"
"1596","M5.1.F329",NA,"mutation"
"1597","M15.2.F329",NA,"mutation"
"1598","M25.1.F329",NA,"mutation"
"1599","M5.1.F330",NA,"mutation"
"1600","M15.1.F330",NA,"mutation"
"1601","M5.1.F331","73263","mutation"
"1602","M15.1.F331","73263","mutation"
"1603","M25.1.F331","73263","mutation"
"1604","M35.1.F331","73263","mutation"
"1605","M45.1.F331","73263","mutation"
"1609","M5.1.F334","73471","mutation"
"1610","M15.1.F334","73471","mutation"
"1611","M35.1.F334","73471","mutation"
"1612","M5.1.F335",NA,"mutation"
"1613","M15.1.F335",NA,"mutation"
"1614","M5.1.F336",NA,"mutation"
"1618","M5.1.F338",NA,"mutation"
"1619","M15.1.F338",NA,"mutation"
"1620","M25.1.F338",NA,"mutation"
"1622","M5.1.F340",NA,"mutation"
"1623","M15.1.F340",NA,"mutation"
"1624","M5.1.F342",NA,"mutation"
"1625","M15.2.F342",NA,"mutation"
"1626","M25.1.F342",NA,"mutation"
"1627","M35.1.F342",NA,"mutation"
"1628","M45.1.F342",NA,"mutation"
"1629","M5.1.F343","241417","mutation"
"1630","M15.1.F343","241417","mutation"
"1636","M5.1.F347",NA,"mutation"
"1637","M6.2.F347",NA,"mutation"
"1638","M15.1.F347",NA,"mutation"
"1639","M16.2.F347",NA,"mutation"
"1640","M25.1.F347",NA,"mutation"
"1641","M5.1.F348","69196","mutation"
"1642","M15.1.F348","69196","mutation"
"1643","M25.1.F348","69196","mutation"
"1644","M35.1.F348","69196","mutation"
"1645","M5.1.F349","48041","mutation"
"1646","M15.1.F349","48041","mutation"
"1647","M5.1.F350",NA,"mutation"
"1648","M15.1.F350",NA,"mutation"
"1649","M25.1.F350",NA,"mutation"
"1650","M35.1.F350",NA,"mutation"
"1651","M5.1.F351","241417","mutation"
"1652","M15.1.F351","241417","mutation"
"1653","M5.1.F352",NA,"mutation"
"1654","M15.1.F352",NA,"mutation"
"1655","M5.1.F353",NA,"mutation"
"1656","M15.1.F353",NA,"mutation"
"1657","M25.1.F353",NA,"mutation"
"1658","M35.1.F353",NA,"mutation"
"1659","M5.1.F354","73230","mutation"
"1690","M5.1.F356",NA,"mutation"
"1691","M15.1.F356",NA,"mutation"
"1692","M5.1.F357",NA,"mutation"
"1693","M15.1.F357",NA,"mutation"
"1694","M16.2.F357",NA,"mutation"
"1695","M25.1.F357",NA,"mutation"
"1696","M26.2.F357",NA,"mutation"
"1697","M35.1.F357",NA,"mutation"
"1698","M36.2.F357",NA,"mutation"
"1699","M45.1.F357",NA,"mutation"
"1700","M46.2.F357",NA,"mutation"
"1701","M5.1.F358",NA,"mutation"
"1702","M15.1.F358",NA,"mutation"
"1703","M25.1.F358",NA,"mutation"
"1704","M35.1.F358",NA,"mutation"
"1705","M5.1.F359","71335","mutation"
"1706","M15.1.F359","71335","mutation"
"1707","M16.2.F359","71335","mutation"
"1738","M5.1.F361",NA,"mutation"
"1739","M5.1.F362",NA,"mutation"
"1740","M15.1.F362",NA,"mutation"
"1741","M25.1.F362",NA,"mutation"
"1742","M26.2.F362",NA,"mutation"
"1743","M35.1.F362",NA,"mutation"
"1744","M36.2.F362",NA,"mutation"
"1745","M45.1.F362",NA,"mutation"
"1746","M46.2.F362",NA,"mutation"
"1748","M5.1.F364","66817","mutation"
"1749","M15.1.F364","66817","mutation"
"1750","M25.1.F364","66817","mutation"
"1751","M35.1.F364","66817","mutation"
"1752","M45.1.F364","66817","mutation"
"1753","M55.1.F364","66817","mutation"
"1758","M5.1.F367",NA,"mutation"
"1759","M15.1.F367",NA,"mutation"
"1760","M25.1.F367",NA,"mutation"
"1761","M35.1.F367",NA,"mutation"
"1768","M5.1.F370",NA,"mutation"
"1769","M15.1.F370",NA,"mutation"
"1770","M25.1.F370",NA,"mutation"
"1771","M26.2.F370",NA,"mutation"
"1772","M35.1.F370",NA,"mutation"
"1773","M36.2.F370",NA,"mutation"
"1774","M45.1.F370",NA,"mutation"
"1775","M46.2.F370",NA,"mutation"
"1776","M5.1.F371","48602","mutation"
"1777","M15.1.F371","48602","mutation"
"1783","M5.1.F374",NA,"mutation"
"1784","M15.1.F374",NA,"mutation"
"1785","M5.1.F375",NA,"mutation"
"1786","M5.1.F376",NA,"mutation"
"1787","M5.1.F377",NA,"mutation"
"1788","M15.1.F377",NA,"mutation"
"1789","M5.1.F378",NA,"mutation"
"1790","M5.1.F379",NA,"mutation"
"1791","M15.1.F379",NA,"mutation"
"1792","M25.1.F379",NA,"mutation"
"1793","M35.1.F379",NA,"mutation"
"1794","M45.1.F379",NA,"mutation"
"1795","M5.1.F380",NA,"mutation"
"1796","M5.1.F381",NA,"mutation"
"1797","M5.1.F382",NA,"mutation"
"1798","M15.1.F382",NA,"mutation"
"1799","M25.1.F382",NA,"mutation"
"1800","M5.1.F383",NA,"mutation"
"1801","M15.2.F383",NA,"mutation"
"1802","M5.1.F384","47904","mutation"
"1803","M15.1.F384","47904","mutation"
"1806","M5.1.F386","48602","mutation"
"1807","M5.1.F387",NA,"mutation"
"1808","M5.1.F388","69196","mutation"
"1809","M15.1.F388","69196","mutation"
"1810","M5.1.F389",NA,"mutation"
"1811","M6.2.F389",NA,"mutation"
"1812","M15.1.F389",NA,"mutation"
"1815","M5.1.F391",NA,"mutation"
"1817","M5.1.F393",NA,"mutation"
"1818","M5.1.F394",NA,"mutation"
"1819","M15.1.F394",NA,"mutation"
"1820","M5.1.F395",NA,"mutation"
"1822","M5.1.F397",NA,"mutation"
"1823","M6.2.F397",NA,"mutation"
"1828","M5.1.F400",NA,"mutation"
"1829","M15.1.F400",NA,"mutation"
"1830","M5.1.F401",NA,"mutation"
"1833","M5.1.F403",NA,"mutation"
"1834","M5.1.F404","241417","mutation"
"1835","M5.1.F405",NA,"mutation"
"1838","M5.1.F407","241417","mutation"
"1839","M5.1.F408",NA,"mutation"
"1840","M5.1.F409",NA,"mutation"
"1841","M15.1.F409",NA,"mutation"
"1842","M5.1.F410","73230","mutation"
"1843","M6.2.F410","73230","mutation"
"1844","M15.1.F410","73230","mutation"
"1845","M16.2.F410","73230","mutation"
"1846","M17.3.F410","73230","mutation"
"1847","M5.1.F411","71335","mutation"
"1848","M15.1.F411","71335","mutation"
"1849","M25.1.F411","71335","mutation"
"1850","M35.1.F411","71335","mutation"
"1851","M45.1.F411","71335","mutation"
"1852","M5.1.F412","69196","mutation"
"1855","M5.1.F414",NA,"mutation"
"1856","M15.1.F414",NA,"mutation"
"1857","M35.1.F414",NA,"mutation"
"1858","M45.1.F414",NA,"mutation"
"1859","M55.1.F414",NA,"mutation"
"1860","M5.1.F415",NA,"mutation"
"1861","M5.1.F416","69196","mutation"
"1862","M5.1.F417","66817","mutation"
"1863","M15.1.F417","66817","mutation"
"1864","M25.1.F417","66817","mutation"
"1867","M5.1.F419",NA,"mutation"
"1868","M15.1.F419",NA,"mutation"
"1869","M5.1.F420",NA,"mutation"
"1870","M15.1.F420",NA,"mutation"
"1871","M25.1.F420",NA,"mutation"
"1872","M35.1.F420",NA,"mutation"
"1873","M45.1.F420",NA,"mutation"
"1874","M5.1.F421","70620","mutation"
"1875","M15.1.F421","70620","mutation"
"1876","M5.1.F422","73471","mutation"
"1877","M15.1.F422","73471","mutation"
"1878","M25.1.F422","73471","mutation"
"1879","M35.1.F422","73471","mutation"
"1880","M5.1.F423",NA,"mutation"
"1881","M15.1.F423",NA,"mutation"
"1882","M16.2.F423",NA,"mutation"
"1883","M5.1.F426",NA,"mutation"
"1884","M15.1.F426",NA,"mutation"
"1885","M5.1.F427","73471","mutation"
"1886","M15.1.F427","73471","mutation"
"1887","M16.2.F427","73471","mutation"
"1888","M25.1.F427","73471","mutation"
"1889","M5.1.F428",NA,"mutation"
"1890","M15.1.F428",NA,"mutation"
"1891","M25.1.F428",NA,"mutation"
"1892","M26.2.F428",NA,"mutation"
"1893","M35.1.F428",NA,"mutation"
"1894","M36.2.F428",NA,"mutation"
"1895","M5.1.F429",NA,"mutation"
"1896","M6.2.F429",NA,"mutation"
"1897","M25.1.F429",NA,"mutation"
"1898","M35.1.F429",NA,"mutation"
"1899","M36.2.F429",NA,"mutation"
"1900","M5.1.F430",NA,"mutation"
"1901","M15.1.F430",NA,"mutation"
"1902","M5.1.F431",NA,"mutation"
"1903","M15.1.F431",NA,"mutation"
"1904","M5.1.F432","48602","mutation"
"1905","M5.1.F433",NA,"mutation"
"1906","M5.1.F434","70620","mutation"
"1907","M5.1.F435",NA,"mutation"
"1908","M15.1.F435",NA,"mutation"
"1909","M25.1.F435",NA,"mutation"
"1910","M6.2.F436",NA,"mutation"
"1911","M15.1.F436",NA,"mutation"
"1912","M25.1.F436",NA,"mutation"
"1913","M35.1.F436",NA,"mutation"
"1914","M5.1.F437",NA,"mutation"
"1915","M6.2.F437",NA,"mutation"
"1916","M15.1.F437",NA,"mutation"
"1917","M25.1.F437",NA,"mutation"
"1918","M35.1.F437",NA,"mutation"
"1919","M5.1.F438",NA,"mutation"
"1920","M15.1.F438",NA,"mutation"
"1921","M5.1.F439",NA,"mutation"
"1922","M5.1.F440","73471","mutation"
"1923","M5.1.F441",NA,"mutation"
"1924","M5.1.F442","241417","mutation"
"1925","M15.1.F442","241417","mutation"
"1926","M25.1.F442","241417","mutation"
"1927","M5.1.F443","73230","mutation"
"1928","M15.1.F443","73230","mutation"
"1929","M25.1.F443","73230","mutation"
"1930","M5.1.F444","48602","mutation"
"1931","M15.1.F444","48602","mutation"
"1932","M5.1.F445",NA,"mutation"
"1933","M15.1.F445",NA,"mutation"
"1934","M5.1.F446",NA,"mutation"
"1935","M5.1.F447",NA,"mutation"
"1936","M5.1.F448",NA,"mutation"
"1937","M15.1.F448",NA,"mutation"
"1938","M5.1.F449",NA,"mutation"
"1939","M15.1.F449",NA,"mutation"
"1958","M5.1.F453","70620","mutation"
"1959","M5.1.F454","69196","mutation"
"1960","M6.2.F454","69196","mutation"
"1961","M7.3.F454","69196","mutation"
"1962","M15.1.F454","69196","mutation"
"1963","M16.2.F454","69196","mutation"
"1964","M17.3.F454","69196","mutation"
"1965","M5.1.F455","73230","mutation"
"1967","M5.1.F457",NA,"mutation"
"1968","M5.1.F458",NA,"mutation"
"1969","M15.1.F458",NA,"mutation"
"1970","M5.1.F459","73230","mutation"
"1971","M15.1.F459","73230","mutation"
"1972","M5.1.F460","70620","mutation"
"1973","M15.1.F460","70620","mutation"
"1974","M5.1.F461","70620","mutation"
"1975","M15.1.F461","70620","mutation"
"1976","M5.1.F462","66817","mutation"
"1977","M15.1.F462","66817","mutation"
"1980","M5.1.F464","48602","mutation"
"1981","M5.1.F465","48041","mutation"
"1982","M5.1.F466",NA,"mutation"
"1983","M5.1.F467",NA,"mutation"
"1984","M15.1.F467",NA,"mutation"
"1985","M25.1.F467",NA,"mutation"
"1986","M35.1.F467",NA,"mutation"
"1987","M45.1.F467",NA,"mutation"
"1988","M5.1.F468",NA,"mutation"
"1989","M5.1.F469","73230","mutation"
"1990","M15.1.F469","73230","mutation"
"1991","M5.1.F470","73230","mutation"
"1992","M5.1.F471","70620","mutation"
"1993","M5.1.F472","48602","mutation"
"1994","M5.1.F473",NA,"mutation"
"1995","M15.1.F473",NA,"mutation"
"1996","M25.1.F473",NA,"mutation"
"1997","M5.1.F474",NA,"mutation"
"1998","M5.1.F475",NA,"mutation"
"1999","M15.1.F475",NA,"mutation"
"11000","M5.1.F476",NA,"mutation"
"11001","M5.1.F477",NA,"mutation"
"11002","M6.2.F477",NA,"mutation"
"11003","M15.1.F477",NA,"mutation"
"11004","M16.2.F477",NA,"mutation"
"11005","M5.1.F478","73263","mutation"
"11006","M5.1.F479","70620","mutation"
"11007","M15.1.F479","70620","mutation"
"11018","M5.1.F482","48602","mutation"
"11019","M15.1.F482","48602","mutation"
"11020","M25.1.F482","48602","mutation"
"11025","M5.1.F484","70620","mutation"
"11026","M15.1.F484","70620","mutation"
"11031","M5.1.F487",NA,"mutation"
"11032","M6.2.F487",NA,"mutation"
"11033","M15.1.F487",NA,"mutation"
"11034","M25.1.F487",NA,"mutation"
"11035","M35.1.F487",NA,"mutation"
"11036","M45.1.F487",NA,"mutation"
"11037","M55.1.F487",NA,"mutation"
"11038","M5.1.F488",NA,"mutation"
"11039","M5.1.F489",NA,"mutation"
"11040","M5.1.F490",NA,"mutation"
"11041","M6.2.F490",NA,"mutation"
"11042","M15.1.F490",NA,"mutation"
"11043","M5.1.F491",NA,"mutation"
"11044","M5.1.F492","69196","mutation"
"11045","M5.1.F493",NA,"mutation"
"11046","M5.1.F494","48041","mutation"
"11047","M5.1.F495","48602","mutation"
"11048","M15.1.F495","48602","mutation"
"11049","M5.1.F496",NA,"mutation"
"11050","M15.1.F496",NA,"mutation"
"11051","M25.1.F496",NA,"mutation"
"11052","M35.1.F496",NA,"mutation"
"11053","M45.1.F496",NA,"mutation"
"11054","M55.1.F496",NA,"mutation"
"11055","M5.1.F497",NA,"mutation"
"11056","M15.1.F497",NA,"mutation"
"11057","M5.1.F498",NA,"mutation"
"11058","M15.1.F498",NA,"mutation"
"11059","M16.2.F498",NA,"mutation"
"11060","M5.1.F499",NA,"mutation"
"11061","M5.1.F500",NA,"mutation"
"11062","M15.1.F500",NA,"mutation"
"11063","M16.2.F500",NA,"mutation"
"11064","M25.1.F500",NA,"mutation"
"11065","M26.2.F500",NA,"mutation"
"11066","M5.1.F501",NA,"mutation"
"11067","M15.1.F501",NA,"mutation"
"11068","M5.1.F502",NA,"mutation"
"11069","M5.1.F503",NA,"mutation"
"11070","M15.1.F503",NA,"mutation"
"11071","M5.1.F504","73263","mutation"
"11072","M15.1.F504","73263","mutation"
"11073","M5.1.F505","73263","mutation"
"11074","M15.1.F505","73263","mutation"
"11075","M5.1.F506",NA,"mutation"
"11076","M15.1.F506",NA,"mutation"
"11077","M5.1.F507","73230","mutation"
"11082","M5.1.F509",NA,"mutation"
"11083","M15.1.F509",NA,"mutation"
"11084","M16.2.F509",NA,"mutation"
"11085","M25.1.F509",NA,"mutation"
"11086","M26.2.F509",NA,"mutation"
"11088","M5.1.F511","48602","mutation"
"11097","M5.1.F513","48602","mutation"
"11098","M15.1.F513","48602","mutation"
"11099","M25.1.F513","48602","mutation"
"11100","M5.1.F514","73263","mutation"
"11101","M15.1.F514","73263","mutation"
"11102","M25.1.F514","73263","mutation"
"11103","M5.1.F515","47904","mutation"
"11104","M15.1.F515","47904","mutation"
"11106","M5.1.F517",NA,"mutation"
"11107","M5.1.F518","48602","mutation"
"11108","M15.1.F518","48602","mutation"
"11109","M25.1.F518","48602","mutation"
"11110","M5.1.F519","69196","mutation"
"11112","M5.1.F521",NA,"mutation"
"11113","M15.1.F521",NA,"mutation"
"11114","M25.1.F521",NA,"mutation"
"11115","M5.1.F522",NA,"mutation"
"11116","M15.1.F522",NA,"mutation"
"11117","M5.1.F523",NA,"mutation"
"11118","M6.2.F523",NA,"mutation"
"11119","M7.3.F523",NA,"mutation"
"11120","M8.4.F523",NA,"mutation"
"11121","M15.1.F523",NA,"mutation"
"11122","M16.2.F523",NA,"mutation"
"11123","M17.3.F523",NA,"mutation"
"11124","M18.4.F523",NA,"mutation"
"11125","M5.1.F524","241417","mutation"
"11126","M15.1.F524","241417","mutation"
"11127","M5.1.F525","241417","mutation"
"11129","M5.1.F527","73230","mutation"
"11130","M5.1.F528","71335","mutation"
"11131","M15.1.F528","71335","mutation"
"11132","M16.2.F528","71335","mutation"
"11133","M25.1.F528","71335","mutation"
"11134","M35.1.F528","71335","mutation"
"11135","M36.2.F528","71335","mutation"
"11136","M5.1.F529","69196","mutation"
"11137","M15.1.F529","69196","mutation"
"11138","M5.1.F530","47904","mutation"
"11139","M5.1.F531",NA,"mutation"
"11140","M15.1.F531",NA,"mutation"
"11141","M25.1.F531",NA,"mutation"
"11142","M5.1.F532",NA,"mutation"
"11143","M15.1.F532",NA,"mutation"
"11144","M25.1.F532",NA,"mutation"
"11145","M5.1.F533",NA,"mutation"
"11146","M15.1.F533",NA,"mutation"
"11147","M5.1.F534",NA,"mutation"
"11148","M15.1.F534",NA,"mutation"
"11149","M5.1.F535",NA,"mutation"
"11150","M15.1.F535",NA,"mutation"
"11151","M25.1.F535",NA,"mutation"
"11152","M5.1.F536","241417","mutation"
"11153","M5.1.F537",NA,"mutation"
"11154","M5.1.F538","73263","mutation"
"11155","M15.1.F538","73263","mutation"
"11156","M5.1.F539","48602","mutation"
"11157","M15.1.F539","48602","mutation"
"11158","M25.1.F539","48602","mutation"
"11159","M5.1.F540",NA,"mutation"
"11160","M15.1.F540",NA,"mutation"
"11163","M5.1.F542",NA,"mutation"
"11164","M5.1.F543","73471","mutation"
"11165","M5.1.F544","73263","mutation"
"11166","M15.1.F544","73263","mutation"
"11167","M25.1.F544","73263","mutation"
"11168","M5.1.F545",NA,"mutation"
"11169","M5.1.F546",NA,"mutation"
"11170","M5.1.F547",NA,"mutation"
"11171","M15.1.F547",NA,"mutation"
"11172","M25.1.F547",NA,"mutation"
"11173","M5.1.F548","73230","mutation"
"11174","M5.1.F549","71335","mutation"
"11175","M15.1.F549","71335","mutation"
"11178","M5.1.F552",NA,"mutation"
"11179","M5.1.F553",NA,"mutation"
"11180","M15.1.F553",NA,"mutation"
"11181","M5.1.F554",NA,"mutation"
"11182","M6.2.F554",NA,"mutation"
"11183","M7.3.F554",NA,"mutation"
"11184","M15.1.F554",NA,"mutation"
"11185","M25.1.F554",NA,"mutation"
"11186","M35.1.F554",NA,"mutation"
"11187","M36.2.F554",NA,"mutation"
"11188","M45.1.F554",NA,"mutation"
"11189","M46.2.F554",NA,"mutation"
"11190","M5.1.F555","73471","mutation"
"11191","M15.1.F555","73471","mutation"
"11192","M16.2.F555","73471","mutation"
"11193","M5.1.F556",NA,"mutation"
"11194","M5.1.F557","48602","mutation"
"11195","M15.1.F557","48602","mutation"
"11196","M5.1.F558","48602","mutation"
"11197","M15.1.F558","48602","mutation"
"11198","M5.1.F559","71335","mutation"
"11199","M5.1.F560","73230","mutation"
"11200","M15.1.F560","73230","mutation"
"11201","M16.2.F560","73230","mutation"
"11202","M5.1.F561","66817","mutation"
"11204","M5.1.F563","47904","mutation"
"11205","M5.1.F564",NA,"mutation"
"11206","M5.1.F565",NA,"mutation"
"11207","M5.1.F566",NA,"mutation"
"11208","M5.1.F567",NA,"mutation"
"11212","M5.1.F569",NA,"mutation"
"11213","M15.1.F569",NA,"mutation"
"11214","M5.1.F570","73230","mutation"
"11215","M15.1.F570","73230","mutation"
"11216","M5.1.F571","70620","mutation"
"11221","M5.1.F574",NA,"mutation"
"11222","M5.1.F575","48602","mutation"
"11223","M15.1.F575","48602","mutation"
"11224","M5.1.F576","48602","mutation"
"11229","M5.1.F578","70620","mutation"
"11230","M5.1.F579","47904","mutation"
"11231","M15.1.F579","47904","mutation"
"11232","M5.1.F580","47904","mutation"
"11233","M5.1.F581",NA,"mutation"
"11248","M5.1.F583",NA,"mutation"
"11249","M15.1.F583",NA,"mutation"
"11250","M5.1.F584","73471","mutation"
"11251","M6.2.F584","73471","mutation"
"11252","M15.1.F584","73471","mutation"
"11253","M25.1.F584","73471","mutation"
"11254","M26.2.F584","73471","mutation"
"11255","M35.1.F584","73471","mutation"
"11256","M45.1.F584","73471","mutation"
"11257","M46.2.F584","73471","mutation"
"11258","M5.1.F585",NA,"mutation"
"11259","M15.1.F585",NA,"mutation"
"11260","M16.2.F585",NA,"mutation"
"11261","M25.1.F585",NA,"mutation"
"11262","M35.1.F585",NA,"mutation"
"11263","M45.1.F585",NA,"mutation"
"11264","M5.1.F586",NA,"mutation"
"11265","M15.1.F586",NA,"mutation"
"11266","M5.1.F587",NA,"mutation"
"11267","M5.1.F588",NA,"mutation"
"11268","M15.1.F588",NA,"mutation"
"11269","M5.1.F589","71335","mutation"
"11270","M15.1.F589","71335","mutation"
"11271","M5.1.F590","73471","mutation"
"11272","M6.2.F590","73471","mutation"
"11273","M15.1.F590","73471","mutation"
"11274","M16.2.F590","73471","mutation"
"11278","M5.1.F592",NA,"mutation"
"11279","M15.1.F592",NA,"mutation"
"11280","M25.1.F592",NA,"mutation"
"11283","M5.1.F594","241417","mutation"
"11284","M15.1.F594","241417","mutation"
"11285","M5.1.F595",NA,"mutation"
"11286","M15.1.F595",NA,"mutation"
"11287","M25.1.F595",NA,"mutation"
"11288","M5.1.F596",NA,"mutation"
"11289","M15.1.F596",NA,"mutation"
"11290","M25.1.F596",NA,"mutation"
"11291","M5.1.F597",NA,"mutation"
"11292","M15.1.F597",NA,"mutation"
