id,drug_id,model_id,response_type,value
9211,11,1843,mRECIST,SD
9212,11,1843,best.average.response,1.7074
9213,11,1843,slope,42.6028
9214,11,1843,AUC,242.8144
9215,11,1843,survival,84.0000
9216,30,1844,mRECIST,SD
9217,30,1844,best.average.response,-30.5537
9218,30,1844,slope,-25.6730
9219,30,1844,AUC,171.0449
9220,30,1844,survival,91.0000
9221,41,1845,mRECIST,SD
9222,41,1845,best.average.response,6.0727
9223,41,1845,slope,76.2266
9224,41,1845,AUC,314.9193
9225,41,1845,survival,68.0000
9226,42,1846,mRECIST,SD
9227,42,1846,best.average.response,-5.9519
9228,42,1846,slope,80.9994
9229,42,1846,AUC,268.3482
9230,42,1846,survival,28.0000
9231,16,1847,mRECIST,PD
9232,16,1847,best.average.response,81.8747
9233,16,1847,slope,87.8396
9234,16,1847,AUC,667.4515
9235,16,1847,survival,33.0000
9236,20,1848,mRECIST,SD
9237,20,1848,best.average.response,9.4662
9238,20,1848,slope,68.7875
9239,20,1848,AUC,279.2372
9240,20,1848,survival,39.0000
9241,60,1849,mRECIST,SD
9242,60,1849,best.average.response,-25.1279
9243,60,1849,slope,-70.2911
9244,60,1849,AUC,165.6235
9245,60,1849,survival,34.0000
9246,22,1850,mRECIST,PD
9247,22,1850,best.average.response,26.5363
9248,22,1850,slope,83.7320
9249,22,1850,AUC,443.5058
9250,22,1850,survival,26.0000
9251,61,1851,mRECIST,PD
9252,61,1851,best.average.response,23.8969
9253,61,1851,slope,86.1419
9254,61,1851,AUC,505.6537
9255,61,1851,survival,40.0000
9256,27,1852,mRECIST,SD
9257,27,1852,best.average.response,9.4572
9258,27,1852,slope,70.7551
9259,27,1852,AUC,270.1359
9260,27,1852,survival,46.0000
9261,11,1853,mRECIST,PD
9262,11,1853,best.average.response,21.2963
9263,11,1853,slope,81.7296
9264,11,1853,AUC,369.6424
9265,11,1853,survival,46.0000
9266,53,1854,mRECIST,SD
9267,53,1854,best.average.response,13.5340
9268,53,1854,slope,81.4577
9269,53,1854,AUC,403.3373
9270,53,1854,survival,51.0000
9271,56,1855,mRECIST,SD
9272,56,1855,best.average.response,-0.1246
9273,56,1855,slope,39.7021
9274,56,1855,AUC,229.8637
9275,56,1855,survival,51.0000
9276,16,1856,mRECIST,PD
9277,16,1856,best.average.response,34.5889
9278,16,1856,slope,87.5330
9279,16,1856,AUC,807.9068
9280,16,1856,survival,44.0000
9281,34,1857,mRECIST,SD
9282,34,1857,best.average.response,-19.4625
9283,34,1857,slope,-49.8013
9284,34,1857,AUC,170.6491
9285,34,1857,survival,90.0000
9286,1,1858,mRECIST,PD
9287,1,1858,best.average.response,36.2380
9288,1,1858,slope,85.4358
9289,1,1858,AUC,380.2556
9290,1,1858,survival,27.0000
9291,2,1859,mRECIST,SD
9292,2,1859,best.average.response,1.1744
9293,2,1859,slope,84.3774
9294,2,1859,AUC,282.1478
9295,2,1859,survival,23.0000
9296,35,1860,mRECIST,PD
9297,35,1860,best.average.response,58.2893
9298,35,1860,slope,87.1355
9299,35,1860,AUC,361.3467
9300,35,1860,survival,15.0000
9301,20,1861,mRECIST,PD
9302,20,1861,best.average.response,48.0607
9303,20,1861,slope,87.0919
9304,20,1861,AUC,417.7000
9305,20,1861,survival,20.0000
9306,36,1862,mRECIST,SD
9307,36,1862,best.average.response,16.0830
9308,36,1862,slope,70.2389
9309,36,1862,AUC,365.2598
9310,36,1862,survival,51.0000
9311,37,1863,mRECIST,PD
9312,37,1863,best.average.response,18.7121
9313,37,1863,slope,87.2742
9314,37,1863,AUC,495.4500
9315,37,1863,survival,28.0000
9316,38,1864,mRECIST,PD
9317,38,1864,best.average.response,54.1029
9318,38,1864,slope,88.4283
9319,38,1864,AUC,734.3482
9320,38,1864,survival,28.0000
9321,39,1865,mRECIST,PD
9322,39,1865,best.average.response,62.3359
9323,39,1865,slope,87.6290
9324,39,1865,AUC,429.7225
9325,39,1865,survival,20.0000
9326,22,1866,mRECIST,PD
9327,22,1866,best.average.response,17.1775
9328,22,1866,slope,86.6130
9329,22,1866,AUC,325.6150
9330,22,1866,survival,20.0000
9331,23,1867,mRECIST,PD
9332,23,1867,best.average.response,44.3718
9333,23,1867,slope,88.0989
9334,23,1867,AUC,623.8581
9335,23,1867,survival,31.0000
9336,40,1868,mRECIST,PD
9337,40,1868,best.average.response,40.1837
9338,40,1868,slope,87.7806
9339,40,1868,AUC,584.7714
9340,40,1868,survival,28.0000
9341,4,1869,mRECIST,SD
9342,4,1869,best.average.response,16.7845
9343,4,1869,slope,84.2442
9344,4,1869,AUC,348.3074
9345,4,1869,survival,27.0000
9346,24,1870,mRECIST,PD
9347,24,1870,best.average.response,11.4282
9348,24,1870,slope,73.3541
9349,24,1870,AUC,302.2411
9350,24,1870,survival,56.0000
9351,5,1871,mRECIST,PD
9352,5,1871,best.average.response,9.7412
9353,5,1871,slope,85.2965
9354,5,1871,AUC,414.3574
9355,5,1871,survival,34.0000
9356,7,1872,mRECIST,PD
9357,7,1872,best.average.response,51.8925
9358,7,1872,slope,88.7461
9359,7,1872,AUC,661.6870
9360,7,1872,survival,23.0000
9361,26,1873,mRECIST,PD
9362,26,1873,best.average.response,29.3674
9363,26,1873,slope,84.9740
9364,26,1873,AUC,327.6239
9365,26,1873,survival,23.0000
9366,11,1874,mRECIST,SD
9367,11,1874,best.average.response,6.8498
9368,11,1874,slope,87.0899
9369,11,1874,AUC,431.7796
9370,11,1874,survival,27.0000
9371,30,1875,mRECIST,PD
9372,30,1875,best.average.response,40.0045
9373,30,1875,slope,82.5634
9374,30,1875,AUC,441.6137
9375,30,1875,survival,70.0000
9376,41,1876,mRECIST,PD
9377,41,1876,best.average.response,67.1375
9378,41,1876,slope,89.0937
9379,41,1876,AUC,801.4818
9380,41,1876,survival,22.0000
9381,42,1877,mRECIST,PD
9382,42,1877,best.average.response,56.2500
9383,42,1877,slope,87.6099
9384,42,1877,AUC,433.3850
9385,42,1877,survival,20.0000
9386,16,1878,mRECIST,PD
9387,16,1878,best.average.response,38.1657
9388,16,1878,slope,88.2399
9389,16,1878,AUC,629.8241
9390,16,1878,survival,29.0000
9391,1,1879,mRECIST,SD
9392,1,1879,best.average.response,-7.7242
9393,1,1879,slope,20.5034
9394,1,1879,AUC,252.7647
9395,1,1879,survival,132.0000
9396,2,1880,mRECIST,SD
9397,2,1880,best.average.response,-29.5739
9398,2,1880,slope,-46.1472
9399,2,1880,AUC,151.1356
9400,2,1880,survival,93.0000
9401,20,1881,mRECIST,PR
9402,20,1881,best.average.response,-36.1289
9403,20,1881,slope,-25.3347
9404,20,1881,AUC,156.3672
9405,20,1881,survival,112.0000
9406,60,1882,mRECIST,SD
9407,60,1882,best.average.response,3.7214
9408,60,1882,slope,57.4256
9409,60,1882,AUC,278.6466
9410,60,1882,survival,112.0000
9411,22,1883,mRECIST,SD
9412,22,1883,best.average.response,-9.3784
9413,22,1883,slope,62.5896
9414,22,1883,AUC,279.8805
9415,22,1883,survival,63.0000
9416,5,1884,mRECIST,SD
9417,5,1884,best.average.response,-16.8094
9418,5,1884,slope,-15.1431
9419,5,1884,AUC,207.9725
9420,5,1884,survival,124.0000
9421,61,1885,mRECIST,SD
9422,61,1885,best.average.response,18.7300
9423,61,1885,slope,81.2774
9424,61,1885,AUC,407.2700
9425,61,1885,survival,95.0000
9426,26,1886,mRECIST,SD
9427,26,1886,best.average.response,-3.2340
9428,26,1886,slope,31.5551
9429,26,1886,AUC,204.3250
9430,26,1886,survival,14.0000
9431,27,1887,mRECIST,SD
9432,27,1887,best.average.response,-27.9088
9433,27,1887,slope,-52.3129
9434,27,1887,AUC,149.6042
9435,27,1887,survival,125.0000
9436,28,1888,mRECIST,PD
9437,28,1888,best.average.response,22.2783
9438,28,1888,slope,86.2741
9439,28,1888,AUC,500.5390
9440,28,1888,survival,41.0000
9441,62,1889,mRECIST,SD
9442,62,1889,best.average.response,4.2758
9443,62,1889,slope,51.9898
9444,62,1889,AUC,267.7708
9445,62,1889,survival,138.0000
9446,11,1890,mRECIST,SD
9447,11,1890,best.average.response,12.7195
9448,11,1890,slope,77.2120
9449,11,1890,AUC,344.7381
9450,11,1890,survival,104.0000
9451,53,1891,mRECIST,SD
9452,53,1891,best.average.response,-15.1759
9453,53,1891,slope,58.5583
9454,53,1891,AUC,266.6212
9455,53,1891,survival,92.0000
9456,56,1892,mRECIST,NA
9457,56,1892,best.average.response,NA
9458,56,1892,slope,-83.9177
9459,56,1892,AUC,151.3214
9460,56,1892,survival,7.0000
9461,57,1893,mRECIST,PR
9462,57,1893,best.average.response,-46.8568
9463,57,1893,slope,-70.6623
9464,57,1893,AUC,105.7492
9465,57,1893,survival,105.0000
9466,32,1894,mRECIST,SD
9467,32,1894,best.average.response,-8.7305
9468,32,1894,slope,85.9416
9469,32,1894,AUC,562.9263
9470,32,1894,survival,63.0000
9471,16,1895,mRECIST,PD
9472,16,1895,best.average.response,49.3169
9473,16,1895,slope,87.6561
9474,16,1895,AUC,934.5378
9475,16,1895,survival,49.0000
9476,18,1896,mRECIST,PD
9477,18,1896,best.average.response,60.0402
9478,18,1896,slope,87.9861
9479,18,1896,AUC,445.6262
9480,18,1896,survival,21.0000
9481,1,1897,mRECIST,PD
9482,1,1897,best.average.response,54.5579
9483,1,1897,slope,85.7650
9484,1,1897,AUC,444.9533
9485,1,1897,survival,46.0000
9486,2,1898,mRECIST,PD
9487,2,1898,best.average.response,79.3347
9488,2,1898,slope,88.6152
9489,2,1898,AUC,583.2825
9490,2,1898,survival,20.0000
9491,19,1899,mRECIST,PD
9492,19,1899,best.average.response,43.3225
9493,19,1899,slope,87.1783
9494,19,1899,AUC,442.0353
9495,19,1899,survival,34.0000
9496,20,1900,mRECIST,PD
9497,20,1900,best.average.response,44.2866
9498,20,1900,slope,85.6527
9499,20,1900,AUC,370.9097
9500,20,1900,survival,31.0000
9501,21,1901,mRECIST,PD
9502,21,1901,best.average.response,20.8785
9503,21,1901,slope,87.5350
9504,21,1901,AUC,763.4515
9505,21,1901,survival,34.0000
9506,22,1902,mRECIST,PD
9507,22,1902,best.average.response,75.4562
9508,22,1902,slope,89.0708
9509,22,1902,AUC,789.6925
9510,22,1902,survival,20.0000
9511,23,1903,mRECIST,PD
9512,23,1903,best.average.response,72.5697
9513,23,1903,slope,88.7770
9514,23,1903,AUC,611.6354
9515,23,1903,survival,24.0000
9516,4,1904,mRECIST,PD
9517,4,1904,best.average.response,80.4714
9518,4,1904,slope,89.1645
9519,4,1904,AUC,731.0400
9520,4,1904,survival,20.0000
9521,24,1905,mRECIST,PD
9522,24,1905,best.average.response,73.9069
9523,24,1905,slope,89.1575
9524,24,1905,AUC,797.2225
9525,24,1905,survival,20.0000
9526,5,1906,mRECIST,PD
9527,5,1906,best.average.response,50.8713
9528,5,1906,slope,87.0881
9529,5,1906,AUC,576.3406
9530,5,1906,survival,32.0000
9531,25,1907,mRECIST,PD
9532,25,1907,best.average.response,116.8082
9533,25,1907,slope,88.8417
9534,25,1907,AUC,718.0375
9535,25,1907,survival,20.0000
9536,26,1908,mRECIST,PD
9537,26,1908,best.average.response,83.9347
9538,26,1908,slope,89.0261
9539,26,1908,AUC,736.5250
9540,26,1908,survival,20.0000
9541,27,1909,mRECIST,PD
9542,27,1909,best.average.response,39.2152
9543,27,1909,slope,88.4925
9544,27,1909,AUC,572.7021
9545,27,1909,survival,24.0000
9546,28,1910,mRECIST,PD
9547,28,1910,best.average.response,60.1135
9548,28,1910,slope,88.5722
9549,28,1910,AUC,647.3500
9550,28,1910,survival,24.0000
9551,29,1911,mRECIST,PD
9552,29,1911,best.average.response,61.9155
9553,29,1911,slope,88.1674
9554,29,1911,AUC,727.0548
9555,29,1911,survival,31.0000
9556,11,1912,mRECIST,PD
9557,11,1912,best.average.response,63.4590
9558,11,1912,slope,86.7013
9559,11,1912,AUC,591.9476
9560,11,1912,survival,41.0000
9561,30,1913,mRECIST,SD
9562,30,1913,best.average.response,16.1319
9563,30,1913,slope,87.8885
9564,30,1913,AUC,599.5775
9565,30,1913,survival,30.0000
9566,31,1914,mRECIST,PD
9567,31,1914,best.average.response,97.2772
9568,31,1914,slope,88.6985
9569,31,1914,AUC,544.3275
9570,31,1914,survival,20.0000
9571,32,1915,mRECIST,PD
9572,32,1915,best.average.response,82.8743
9573,32,1915,slope,88.5973
9574,32,1915,AUC,599.8604
9575,32,1915,survival,24.0000
9576,33,1916,mRECIST,PD
9577,33,1916,best.average.response,71.8231
9578,33,1916,slope,88.0928
9579,33,1916,AUC,580.0177
9580,33,1916,survival,31.0000
9581,16,1917,mRECIST,PD
9582,16,1917,best.average.response,135.7964
9583,16,1917,slope,89.1355
9584,16,1917,AUC,750.9725
9585,16,1917,survival,20.0000
9586,34,1918,mRECIST,SD
9587,34,1918,best.average.response,23.5194
9588,34,1918,slope,60.7103
9589,34,1918,AUC,338.9848
9590,34,1918,survival,105.0000
9591,1,1919,mRECIST,PD
9592,1,1919,best.average.response,39.1204
9593,1,1919,slope,85.0490
9594,1,1919,AUC,393.2800
9595,1,1919,survival,35.0000
9596,2,1920,mRECIST,SD
9597,2,1920,best.average.response,-8.8001
9598,2,1920,slope,80.5984
9599,2,1920,AUC,312.5919
9600,2,1920,survival,43.0000
9601,35,1921,mRECIST,PD
9602,35,1921,best.average.response,57.2344
9603,35,1921,slope,88.6437
9604,35,1921,AUC,866.1766
9605,35,1921,survival,32.0000
9606,20,1922,mRECIST,PD
9607,20,1922,best.average.response,27.6520
9608,20,1922,slope,88.7460
9609,20,1922,AUC,860.7138
9610,20,1922,survival,29.0000
9611,36,1923,mRECIST,SD
9612,36,1923,best.average.response,-28.8360
9613,36,1923,slope,-0.6189
9614,36,1923,AUC,213.9518
9615,36,1923,survival,56.0000
9616,37,1924,mRECIST,PD
9617,37,1924,best.average.response,32.3763
9618,37,1924,slope,88.7028
9619,37,1924,AUC,837.6036
9620,37,1924,survival,28.0000
9621,38,1925,mRECIST,SD
9622,38,1925,best.average.response,-0.5022
9623,38,1925,slope,78.4020
9624,38,1925,AUC,329.1162
9625,38,1925,survival,37.0000
9626,39,1926,mRECIST,PD
9627,39,1926,best.average.response,70.5092
9628,39,1926,slope,88.0810
9629,39,1926,AUC,695.4364
9630,39,1926,survival,33.0000
9631,22,1927,mRECIST,PD
9632,22,1927,best.average.response,10.5290
9633,22,1927,slope,85.6345
9634,22,1927,AUC,415.2983
9635,22,1927,survival,29.0000
9636,23,1928,mRECIST,PD
9637,23,1928,best.average.response,96.8860
9638,23,1928,slope,88.6950
9639,23,1928,AUC,789.1648
9640,23,1928,survival,27.0000
9641,40,1929,mRECIST,PD
9642,40,1929,best.average.response,59.2596
9643,40,1929,slope,85.1655
9644,40,1929,AUC,431.6093
9645,40,1929,survival,27.0000
9646,4,1930,mRECIST,PD
9647,4,1930,best.average.response,10.9847
9648,4,1930,slope,84.5594
9649,4,1930,AUC,361.9017
9650,4,1930,survival,29.0000
9651,24,1931,mRECIST,SD
9652,24,1931,best.average.response,-5.2421
9653,24,1931,slope,74.0612
9654,24,1931,AUC,307.4837
9655,24,1931,survival,43.0000
9656,5,1932,mRECIST,PD
9657,5,1932,best.average.response,23.2733
9658,5,1932,slope,86.8645
9659,5,1932,AUC,446.3109
9660,5,1932,survival,32.0000
9661,7,1933,mRECIST,PD
9662,7,1933,best.average.response,12.8253
9663,7,1933,slope,87.9267
9664,7,1933,AUC,647.4984
9665,7,1933,survival,32.0000
9666,26,1934,mRECIST,SD
9667,26,1934,best.average.response,-17.2204
9668,26,1934,slope,84.4944
9669,26,1934,AUC,307.5143
9670,26,1934,survival,35.0000
9671,11,1935,mRECIST,PD
9672,11,1935,best.average.response,30.0104
9673,11,1935,slope,85.3561
9674,11,1935,AUC,391.8086
9675,11,1935,survival,35.0000
9676,30,1936,mRECIST,PD
9677,30,1936,best.average.response,39.0414
9678,30,1936,slope,86.8861
9679,30,1936,AUC,520.3109
9680,30,1936,survival,29.0000
9681,41,1937,mRECIST,PD
9682,41,1937,best.average.response,132.4100
9683,41,1937,slope,89.1027
9684,41,1937,AUC,796.9265
9685,41,1937,survival,17.0000
9686,42,1938,mRECIST,PD
9687,42,1938,best.average.response,52.4455
9688,42,1938,slope,88.7276
9689,42,1938,AUC,680.5125
9690,42,1938,survival,24.0000
9691,16,1939,mRECIST,PD
9692,16,1939,best.average.response,20.1593
9693,16,1939,slope,87.4798
9694,16,1939,AUC,527.3903
9695,16,1939,survival,36.0000
9696,18,1940,mRECIST,PD
9697,18,1940,best.average.response,48.4885
9698,18,1940,slope,86.8769
9699,18,1940,AUC,516.7352
9700,18,1940,survival,27.0000
9701,1,1941,mRECIST,PR
9702,1,1941,best.average.response,-29.4542
9703,1,1941,slope,-56.4562
9704,1,1941,AUC,207.5237
9705,1,1941,survival,76.0000
9706,2,1942,mRECIST,PR
9707,2,1942,best.average.response,-60.6131
9708,2,1942,slope,-77.8610
9709,2,1942,AUC,127.9772
9710,2,1942,survival,90.0000
9711,19,1943,mRECIST,SD
9712,19,1943,best.average.response,-38.2560
9713,19,1943,slope,13.3544
9714,19,1943,AUC,169.9096
9715,19,1943,survival,90.0000
9716,20,1944,mRECIST,SD
9717,20,1944,best.average.response,-16.9203
9718,20,1944,slope,82.6402
9719,20,1944,AUC,290.7603
9720,20,1944,survival,29.0000
9721,21,1945,mRECIST,SD
9722,21,1945,best.average.response,-12.0899
9723,21,1945,slope,84.3786
9724,21,1945,AUC,403.3071
9725,21,1945,survival,42.0000
9726,22,1946,mRECIST,PD
9727,22,1946,best.average.response,18.6599
9728,22,1946,slope,87.3337
9729,22,1946,AUC,563.2929
9730,22,1946,survival,28.0000
9731,23,1947,mRECIST,PD
9732,23,1947,best.average.response,79.3882
9733,23,1947,slope,88.0454
9734,23,1947,AUC,487.2750
9735,23,1947,survival,20.0000
9736,4,1948,mRECIST,PD
9737,4,1948,best.average.response,56.0484
9738,4,1948,slope,88.6172
9739,4,1948,AUC,510.0464
9740,4,1948,survival,14.0000
9741,24,1949,mRECIST,SD
9742,24,1949,best.average.response,11.1320
9743,24,1949,slope,67.0997
9744,24,1949,AUC,250.6100
9745,24,1949,survival,75.0000
9746,5,1950,mRECIST,PD
9747,5,1950,best.average.response,14.5449
9748,5,1950,slope,88.3756
9749,5,1950,AUC,586.6476
9750,5,1950,survival,21.0000
9751,25,1951,mRECIST,PD
9752,25,1951,best.average.response,46.1004
9753,25,1951,slope,88.2512
9754,25,1951,AUC,463.1429
9755,25,1951,survival,14.0000
9756,26,1952,mRECIST,SD
9757,26,1952,best.average.response,-24.1875
9758,26,1952,slope,86.1450
9759,26,1952,AUC,341.0485
9760,26,1952,survival,33.0000
9761,27,1953,mRECIST,SD
9762,27,1953,best.average.response,-4.0198
9763,27,1953,slope,78.5244
9764,27,1953,AUC,435.6089
9765,27,1953,survival,28.0000
9766,28,1954,mRECIST,PD
9767,28,1954,best.average.response,50.8641
9768,28,1954,slope,88.5851
9769,28,1954,AUC,503.5607
9770,28,1954,survival,14.0000
9771,29,1955,mRECIST,PR
9772,29,1955,best.average.response,-44.3003
9773,29,1955,slope,-76.2531
9774,29,1955,AUC,205.1050
9775,29,1955,survival,95.0000
9776,11,1956,mRECIST,SD
9777,11,1956,best.average.response,-21.9973
9778,11,1956,slope,41.7083
9779,11,1956,AUC,231.5746
9780,11,1956,survival,117.0000
9781,30,1957,mRECIST,SD
9782,30,1957,best.average.response,-32.2202
9783,30,1957,slope,25.5771
9784,30,1957,AUC,137.5853
9785,30,1957,survival,173.0000
9786,31,1958,mRECIST,PD
9787,31,1958,best.average.response,34.8336
9788,31,1958,slope,87.8074
9789,31,1958,AUC,442.8275
9790,31,1958,survival,20.0000
9791,32,1959,mRECIST,PD
9792,32,1959,best.average.response,53.0410
9793,32,1959,slope,88.3104
9794,32,1959,AUC,418.7500
9795,32,1959,survival,13.0000
9796,33,1960,mRECIST,SD
9797,33,1960,best.average.response,-14.5327
9798,33,1960,slope,88.1980
9799,33,1960,AUC,464.1500
9800,33,1960,survival,20.0000
9801,16,1961,mRECIST,PD
9802,16,1961,best.average.response,142.5351
9803,16,1961,slope,89.3749
9804,16,1961,AUC,972.5179
9805,16,1961,survival,14.0000
9806,34,1962,mRECIST,SD
9807,34,1962,best.average.response,4.0998
9808,34,1962,slope,-13.3777
9809,34,1962,AUC,260.0237
9810,34,1962,survival,90.0000
9811,1,1963,mRECIST,SD
9812,1,1963,best.average.response,12.2041
9813,1,1963,slope,83.3127
9814,1,1963,AUC,381.7379
9815,1,1963,survival,29.0000
9816,2,1964,mRECIST,PR
9817,2,1964,best.average.response,-25.6355
9818,2,1964,slope,58.2206
9819,2,1964,AUC,235.1684
9820,2,1964,survival,62.0000
9821,35,1965,mRECIST,SD
9822,35,1965,best.average.response,11.1125
9823,35,1965,slope,82.4587
9824,35,1965,AUC,263.2955
9825,35,1965,survival,22.0000
9826,20,1966,mRECIST,PD
9827,20,1966,best.average.response,37.5862
9828,20,1966,slope,86.7841
9829,20,1966,AUC,415.6773
9830,20,1966,survival,22.0000
9831,36,1967,mRECIST,PR
9832,36,1967,best.average.response,-44.8008
9833,36,1967,slope,-66.7190
9834,36,1967,AUC,104.1789
9835,36,1967,survival,98.0000
9836,37,1968,mRECIST,PD
9837,37,1968,best.average.response,21.8203
9838,37,1968,slope,86.5068
9839,37,1968,AUC,390.7607
9840,37,1968,survival,28.0000
9841,38,1969,mRECIST,SD
9842,38,1969,best.average.response,10.4646
9843,38,1969,slope,84.2796
9844,38,1969,AUC,483.1398
9845,38,1969,survival,49.0000
9846,39,1970,mRECIST,SD
9847,39,1970,best.average.response,-9.6064
9848,39,1970,slope,68.2857
9849,39,1970,AUC,235.6442
9850,39,1970,survival,43.0000
9851,22,1971,mRECIST,SD
9852,22,1971,best.average.response,-24.9829
9853,22,1971,slope,12.3086
9854,22,1971,AUC,211.5623
9855,22,1971,survival,53.0000
9856,23,1972,mRECIST,PD
9857,23,1972,best.average.response,94.2621
9858,23,1972,slope,89.0179
9859,23,1972,AUC,691.0763
9860,23,1972,survival,19.0000
9861,40,1973,mRECIST,PD
9862,40,1973,best.average.response,48.2796
9863,40,1973,slope,88.4015
9864,40,1973,AUC,733.7875
9865,40,1973,survival,28.0000
9866,4,1974,mRECIST,PD
9867,4,1974,best.average.response,40.0077
9868,4,1974,slope,87.2831
9869,4,1974,AUC,426.0000
9870,4,1974,survival,24.0000
9871,24,1975,mRECIST,SD
9872,24,1975,best.average.response,23.7385
9873,24,1975,slope,86.0436
9874,24,1975,AUC,462.8295
9875,24,1975,survival,22.0000
9876,5,1976,mRECIST,SD
9877,5,1976,best.average.response,-29.5990
9878,5,1976,slope,-38.2583
9879,5,1976,AUC,180.3672
9880,5,1976,survival,90.0000
9881,7,1977,mRECIST,PD
9882,7,1977,best.average.response,82.1958
9883,7,1977,slope,89.0404
9884,7,1977,AUC,882.8750
9885,7,1977,survival,24.0000
9886,26,1978,mRECIST,SD
9887,26,1978,best.average.response,8.3404
9888,26,1978,slope,82.9140
9889,26,1978,AUC,321.3542
9890,26,1978,survival,24.0000
9891,11,1979,mRECIST,PD
9892,11,1979,best.average.response,67.2874
9893,11,1979,slope,86.7428
9894,11,1979,AUC,433.9708
9895,11,1979,survival,24.0000
9896,41,1980,mRECIST,PD
9897,41,1980,best.average.response,35.6885
9898,41,1980,slope,89.0703
9899,41,1980,AUC,496.2029
9900,41,1980,survival,17.0000
9901,42,1981,mRECIST,PD
9902,42,1981,best.average.response,231.2248
9903,42,1981,slope,89.4717
9904,42,1981,AUC,907.1633
9905,42,1981,survival,15.0000
9906,16,1982,mRECIST,PD
9907,16,1982,best.average.response,51.6538
9908,16,1982,slope,88.3910
9909,16,1982,AUC,748.7733
9910,16,1982,survival,30.0000
9911,18,1983,mRECIST,PD
9912,18,1983,best.average.response,37.7247
9913,18,1983,slope,88.3648
9914,18,1983,AUC,592.9625
9915,18,1983,survival,16.0000
9916,1,1984,mRECIST,PD
9917,1,1984,best.average.response,6.0870
9918,1,1984,slope,88.1371
9919,1,1984,AUC,470.2440
9920,1,1984,survival,25.0000
9921,2,1985,mRECIST,CR
9922,2,1985,best.average.response,-42.7244
9923,2,1985,slope,-75.6575
9924,2,1985,AUC,148.2322
9925,2,1985,survival,122.0000
9926,19,1986,mRECIST,PD
9927,19,1986,best.average.response,37.6394
9928,19,1986,slope,71.9272
9929,19,1986,AUC,320.5271
9930,19,1986,survival,121.0000
9931,20,1987,mRECIST,PD
9932,20,1987,best.average.response,37.7053
9933,20,1987,slope,87.9885
9934,20,1987,AUC,506.2200
9935,20,1987,survival,25.0000
9936,21,1988,mRECIST,CR
9937,21,1988,best.average.response,-64.1679
9938,21,1988,slope,-78.1288
9939,21,1988,AUC,78.8873
9940,21,1988,survival,119.0000
9941,22,1989,mRECIST,CR
9942,22,1989,best.average.response,-57.3375
9943,22,1989,slope,-78.0824
9944,22,1989,AUC,98.1771
9945,22,1989,survival,119.0000
9946,23,1990,mRECIST,PD
9947,23,1990,best.average.response,38.8889
9948,23,1990,slope,88.2200
9949,23,1990,AUC,521.7318
9950,23,1990,survival,22.0000
9951,4,1991,mRECIST,PR
9952,4,1991,best.average.response,-29.0692
9953,4,1991,slope,-40.5173
9954,4,1991,AUC,314.1119
9955,4,1991,survival,122.0000
9956,24,1992,mRECIST,SD
9957,24,1992,best.average.response,25.8641
9958,24,1992,slope,81.7884
9959,24,1992,AUC,381.5941
9960,24,1992,survival,34.0000
9961,5,1993,mRECIST,SD
9962,5,1993,best.average.response,-3.7929
9963,5,1993,slope,61.9255
9964,5,1993,AUC,301.0736
9965,5,1993,survival,124.0000
9966,25,1994,mRECIST,CR
9967,25,1994,best.average.response,-57.3441
9968,25,1994,slope,-77.3301
9969,25,1994,AUC,74.3114
9970,25,1994,survival,99.0000
9971,26,1995,mRECIST,SD
9972,26,1995,best.average.response,21.6587
9973,26,1995,slope,62.1517
9974,26,1995,AUC,397.9059
9975,26,1995,survival,61.0000
9976,27,1996,mRECIST,SD
9977,27,1996,best.average.response,-14.3684
9978,27,1996,slope,-16.8819
9979,27,1996,AUC,277.1314
9980,27,1996,survival,43.0000
9981,28,1997,mRECIST,NA
9982,28,1997,best.average.response,NA
9983,28,1997,slope,88.7751
9984,28,1997,AUC,406.6818
9985,28,1997,survival,11.0000
9986,29,1998,mRECIST,CR
9987,29,1998,best.average.response,-82.6048
9988,29,1998,slope,-81.5225
9989,29,1998,AUC,36.1093
9990,29,1998,survival,97.0000
9991,11,1999,mRECIST,PD
9992,11,1999,best.average.response,64.0517
9993,11,1999,slope,47.0657
9994,11,1999,AUC,375.1619
9995,11,1999,survival,122.0000
9996,31,2000,mRECIST,PD
9997,31,2000,best.average.response,30.3487
9998,31,2000,slope,88.5132
9999,31,2000,AUC,532.2921
10000,31,2000,survival,19.0000
10001,32,2001,mRECIST,PD
10002,32,2001,best.average.response,53.7494
10003,32,2001,slope,88.1571
10004,32,2001,AUC,596.6741
10005,32,2001,survival,29.0000
10006,33,2002,mRECIST,CR
10007,33,2002,best.average.response,-75.3731
10008,33,2002,slope,-78.6229
10009,33,2002,AUC,50.0678
10010,33,2002,survival,82.0000
10011,16,2003,mRECIST,SD
10012,16,2003,best.average.response,-10.8555
10013,16,2003,slope,-67.1945
10014,16,2003,AUC,248.0756
10015,16,2003,survival,39.0000
10016,18,2004,mRECIST,PD
10017,18,2004,best.average.response,135.5812
10018,18,2004,slope,89.2804
10019,18,2004,AUC,931.1028
10020,18,2004,survival,18.0000
10021,1,2005,mRECIST,PD
10022,1,2005,best.average.response,42.6327
10023,1,2005,slope,79.3851
10024,1,2005,AUC,427.7400
10025,1,2005,survival,70.0000
10026,2,2006,mRECIST,PD
10027,2,2006,best.average.response,33.6139
10028,2,2006,slope,86.7036
