id,drug_id,model_id,response_type,value
20263,9,4053,slope,87.3067
20264,9,4053,AUC,472.7310
20265,9,4053,survival,25.0000
20266,10,4054,mRECIST,SD
20267,10,4054,best.average.response,12.1329
20268,10,4054,slope,83.6070
20269,10,4054,AUC,291.7916
20270,10,4054,survival,25.0000
20271,11,4055,mRECIST,PD
20272,11,4055,best.average.response,71.4761
20273,11,4055,slope,87.7471
20274,11,4055,AUC,519.7937
20275,11,4055,survival,23.0000
20276,12,4056,mRECIST,PR
20277,12,4056,best.average.response,-64.2482
20278,12,4056,slope,-74.2606
20279,12,4056,AUC,66.3140
20280,12,4056,survival,235.0000
20281,13,4057,mRECIST,PR
20282,13,4057,best.average.response,-50.4106
20283,13,4057,slope,-73.0479
20284,13,4057,AUC,107.3436
20285,13,4057,survival,245.0000
20286,14,4058,mRECIST,PR
20287,14,4058,best.average.response,-54.8530
20288,14,4058,slope,52.3627
20289,14,4058,AUC,162.4473
20290,14,4058,survival,46.0000
20291,15,4059,mRECIST,PD
20292,15,4059,best.average.response,56.5420
20293,15,4059,slope,87.1730
20294,15,4059,AUC,472.9626
20295,15,4059,survival,23.0000
20296,16,4060,mRECIST,PD
20297,16,4060,best.average.response,22.1845
20298,16,4060,slope,87.8747
20299,16,4060,AUC,441.2328
20300,16,4060,survival,23.0000
20301,17,4061,mRECIST,SD
20302,17,4061,best.average.response,23.7080
20303,17,4061,slope,86.3977
20304,17,4061,AUC,357.4595
20305,17,4061,survival,21.0000
20306,1,4062,mRECIST,PD
20307,1,4062,best.average.response,57.7079
20308,1,4062,slope,88.5856
20309,1,4062,AUC,663.5686
20310,1,4062,survival,25.0000
20311,2,4063,mRECIST,SD
20312,2,4063,best.average.response,3.6888
20313,2,4063,slope,86.1791
20314,2,4063,AUC,342.3836
20315,2,4063,survival,25.0000
20316,3,4064,mRECIST,PD
20317,3,4064,best.average.response,95.3597
20318,3,4064,slope,88.4446
20319,3,4064,AUC,597.6482
20320,3,4064,survival,22.0000
20321,4,4065,mRECIST,SD
20322,4,4065,best.average.response,2.7166
20323,4,4065,slope,-63.6411
20324,4,4065,AUC,237.8273
20325,4,4065,survival,15.0000
20326,5,4066,mRECIST,SD
20327,5,4066,best.average.response,14.0451
20328,5,4066,slope,78.0243
20329,5,4066,AUC,254.3435
20330,5,4066,survival,24.0000
20331,6,4067,mRECIST,PD
20332,6,4067,best.average.response,42.9003
20333,6,4067,slope,88.2071
20334,6,4067,AUC,460.2673
20335,6,4067,survival,22.0000
20336,7,4068,mRECIST,PD
20337,7,4068,best.average.response,50.7264
20338,7,4068,slope,88.3585
20339,7,4068,AUC,619.8762
20340,7,4068,survival,25.0000
20341,8,4069,mRECIST,PD
20342,8,4069,best.average.response,71.4927
20343,8,4069,slope,87.6919
20344,8,4069,AUC,492.5036
20345,8,4069,survival,22.0000
20346,9,4070,mRECIST,PD
20347,9,4070,best.average.response,62.9849
20348,9,4070,slope,87.4392
20349,9,4070,AUC,464.7861
20350,9,4070,survival,22.0000
20351,10,4071,mRECIST,PD
20352,10,4071,best.average.response,41.0281
20353,10,4071,slope,88.0159
20354,10,4071,AUC,511.6658
20355,10,4071,survival,25.0000
20356,11,4072,mRECIST,PD
20357,11,4072,best.average.response,73.3042
20358,11,4072,slope,87.7458
20359,11,4072,AUC,517.1036
20360,11,4072,survival,22.0000
20361,12,4073,mRECIST,SD
20362,12,4073,best.average.response,3.2421
20363,12,4073,slope,83.2314
20364,12,4073,AUC,279.5537
20365,12,4073,survival,24.0000
20366,13,4074,mRECIST,SD
20367,13,4074,best.average.response,-4.6929
20368,13,4074,slope,-14.3934
20369,13,4074,AUC,210.9013
20370,13,4074,survival,26.0000
20371,14,4075,mRECIST,PR
20372,14,4075,best.average.response,-21.6000
20373,14,4075,slope,-60.0009
20374,14,4075,AUC,153.0007
20375,14,4075,survival,109.0000
20376,15,4076,mRECIST,PD
20377,15,4076,best.average.response,28.8948
20378,15,4076,slope,87.1223
20379,15,4076,AUC,440.9766
20380,15,4076,survival,25.0000
20381,16,4077,mRECIST,PD
20382,16,4077,best.average.response,93.3559
20383,16,4077,slope,87.8004
20384,16,4077,AUC,499.6427
20385,16,4077,survival,24.0000
20386,17,4078,mRECIST,PD
20387,17,4078,best.average.response,73.2688
20388,17,4078,slope,88.9127
20389,17,4078,AUC,602.9255
20390,17,4078,survival,19.0000
20391,30,4079,mRECIST,SD
20392,30,4079,best.average.response,-5.3438
20393,30,4079,slope,78.3853
20394,30,4079,AUC,326.4950
20395,30,4079,survival,83.0000
20396,18,4080,mRECIST,PD
20397,18,4080,best.average.response,19.1929
20398,18,4080,slope,87.5754
20399,18,4080,AUC,636.8176
20400,18,4080,survival,34.0000
20401,1,4081,mRECIST,SD
20402,1,4081,best.average.response,11.5022
20403,1,4081,slope,85.8284
20404,1,4081,AUC,428.9964
20405,1,4081,survival,42.0000
20406,2,4082,mRECIST,SD
20407,2,4082,best.average.response,-8.5777
20408,2,4082,slope,-7.4818
20409,2,4082,AUC,223.3204
20410,2,4082,survival,54.0000
20411,20,4083,mRECIST,SD
20412,20,4083,best.average.response,-7.5934
20413,20,4083,slope,76.7148
20414,20,4083,AUC,298.1547
20415,20,4083,survival,43.0000
20416,52,4084,mRECIST,NA
20417,52,4084,best.average.response,NA
20418,52,4084,slope,-87.5368
20419,52,4084,AUC,364.9500
20420,52,4084,survival,5.0000
20421,22,4085,mRECIST,SD
20422,22,4085,best.average.response,12.9793
20423,22,4085,slope,81.9375
20424,22,4085,AUC,305.1672
20425,22,4085,survival,32.0000
20426,4,4086,mRECIST,PD
20427,4,4086,best.average.response,12.7923
20428,4,4086,slope,85.7984
20429,4,4086,AUC,453.9537
20430,4,4086,survival,27.0000
20431,5,4087,mRECIST,SD
20432,5,4087,best.average.response,21.0362
20433,5,4087,slope,82.3208
20434,5,4087,AUC,395.0891
20435,5,4087,survival,46.0000
20436,26,4088,mRECIST,SD
20437,26,4088,best.average.response,10.8233
20438,26,4088,slope,82.1293
20439,26,4088,AUC,302.9297
20440,26,4088,survival,32.0000
20441,49,4089,mRECIST,PD
20442,49,4089,best.average.response,83.4980
20443,49,4089,slope,88.5308
20444,49,4089,AUC,730.5143
20445,49,4089,survival,28.0000
20446,11,4090,mRECIST,PD
20447,11,4090,best.average.response,50.8664
20448,11,4090,slope,84.8659
20449,11,4090,AUC,371.0593
20450,11,4090,survival,27.0000
20451,53,4091,mRECIST,PR
20452,53,4091,best.average.response,-27.9740
20453,53,4091,slope,-72.9012
20454,53,4091,AUC,266.8684
20455,53,4091,survival,88.0000
20456,54,4092,mRECIST,PD
20457,54,4092,best.average.response,51.9404
20458,54,4092,slope,89.0266
20459,54,4092,AUC,902.0536
20460,54,4092,survival,28.0000
20461,55,4093,mRECIST,SD
20462,55,4093,best.average.response,-3.3087
20463,55,4093,slope,44.8822
20464,55,4093,AUC,204.2389
20465,55,4093,survival,108.0000
20466,56,4094,mRECIST,SD
20467,56,4094,best.average.response,7.6196
20468,56,4094,slope,88.0806
20469,56,4094,AUC,480.7025
20470,56,4094,survival,20.0000
20471,57,4095,mRECIST,PD
20472,57,4095,best.average.response,18.2590
20473,57,4095,slope,88.2021
20474,57,4095,AUC,643.7294
20475,57,4095,survival,34.0000
20476,42,4096,mRECIST,PD
20477,42,4096,best.average.response,61.7086
20478,42,4096,slope,86.9827
20479,42,4096,AUC,675.4195
20480,42,4096,survival,41.0000
20481,32,4097,mRECIST,CR
20482,32,4097,best.average.response,-49.2475
20483,32,4097,slope,-74.7849
20484,32,4097,AUC,94.5441
20485,32,4097,survival,63.0000
20486,33,4098,mRECIST,SD
20487,33,4098,best.average.response,9.5917
20488,33,4098,slope,86.7325
20489,33,4098,AUC,470.2371
20490,33,4098,survival,35.0000
20491,58,4099,mRECIST,SD
20492,58,4099,best.average.response,-9.2690
20493,58,4099,slope,80.1081
20494,58,4099,AUC,292.8549
20495,58,4099,survival,41.0000
20496,59,4100,mRECIST,SD
20497,59,4100,best.average.response,3.3862
20498,59,4100,slope,68.6361
20499,59,4100,AUC,274.9941
20500,59,4100,survival,69.0000
20501,16,4101,mRECIST,PD
20502,16,4101,best.average.response,58.8889
20503,16,4101,slope,89.1632
20504,16,4101,AUC,979.3976
20505,16,4101,survival,21.0000
20506,34,4102,mRECIST,SD
20507,34,4102,best.average.response,0.6383
20508,34,4102,slope,79.3238
20509,34,4102,AUC,349.5924
20510,34,4102,survival,91.0000
20511,1,4103,mRECIST,SD
20512,1,4103,best.average.response,4.2609
20513,1,4103,slope,63.4486
20514,1,4103,AUC,255.9233
20515,1,4103,survival,91.0000
20516,2,4104,mRECIST,SD
20517,2,4104,best.average.response,5.1914
20518,2,4104,slope,75.9282
20519,2,4104,AUC,231.2167
20520,2,4104,survival,21.0000
20521,35,4105,mRECIST,SD
20522,35,4105,best.average.response,1.2411
20523,35,4105,slope,83.2006
20524,35,4105,AUC,397.7663
20525,35,4105,survival,52.0000
20526,20,4106,mRECIST,SD
20527,20,4106,best.average.response,8.4398
20528,20,4106,slope,80.7359
20529,20,4106,AUC,307.1208
20530,20,4106,survival,36.0000
20531,36,4107,mRECIST,SD
20532,36,4107,best.average.response,-1.0897
20533,36,4107,slope,35.5992
20534,36,4107,AUC,221.6958
20535,36,4107,survival,87.0000
20536,37,4108,mRECIST,SD
20537,37,4108,best.average.response,2.0500
20538,37,4108,slope,65.8093
20539,37,4108,AUC,262.7034
20540,37,4108,survival,87.0000
20541,38,4109,mRECIST,SD
20542,38,4109,best.average.response,6.7456
20543,38,4109,slope,84.7414
20544,38,4109,AUC,401.5226
20545,38,4109,survival,42.0000
20546,39,4110,mRECIST,SD
20547,39,4110,best.average.response,7.5132
20548,39,4110,slope,85.3758
20549,39,4110,AUC,470.7548
20550,39,4110,survival,52.0000
20551,22,4111,mRECIST,SD
20552,22,4111,best.average.response,-0.8704
20553,22,4111,slope,45.6059
20554,22,4111,AUC,221.2712
20555,22,4111,survival,84.0000
20556,23,4112,mRECIST,PD
20557,23,4112,best.average.response,32.1682
20558,23,4112,slope,82.6448
20559,23,4112,AUC,446.6817
20560,23,4112,survival,63.0000
20561,40,4113,mRECIST,SD
20562,40,4113,best.average.response,9.1276
20563,40,4113,slope,83.3349
20564,40,4113,AUC,423.3110
20565,40,4113,survival,63.0000
20566,4,4114,mRECIST,SD
20567,4,4114,best.average.response,16.8195
20568,4,4114,slope,86.3652
20569,4,4114,AUC,541.3898
20570,4,4114,survival,49.0000
20571,24,4115,mRECIST,SD
20572,24,4115,best.average.response,5.3602
20573,24,4115,slope,81.4517
20574,24,4115,AUC,376.3397
20575,24,4115,survival,62.0000
20576,5,4116,mRECIST,SD
20577,5,4116,best.average.response,0.4518
20578,5,4116,slope,31.4665
20579,5,4116,AUC,214.5178
20580,5,4116,survival,84.0000
20581,7,4117,mRECIST,PD
20582,7,4117,best.average.response,30.4131
20583,7,4117,slope,87.4644
20584,7,4117,AUC,593.6625
20585,7,4117,survival,40.0000
20586,26,4118,mRECIST,SD
20587,26,4118,best.average.response,5.0711
20588,26,4118,slope,79.2951
20589,26,4118,AUC,252.8646
20590,26,4118,survival,24.0000
20591,11,4119,mRECIST,SD
20592,11,4119,best.average.response,2.3969
20593,11,4119,slope,46.6349
20594,11,4119,AUC,231.5136
20595,11,4119,survival,84.0000
20596,41,4120,mRECIST,SD
20597,41,4120,best.average.response,-0.5130
20598,41,4120,slope,53.7951
20599,41,4120,AUC,233.3492
20600,41,4120,survival,84.0000
20601,42,4121,mRECIST,SD
20602,42,4121,best.average.response,0.8768
20603,42,4121,slope,69.7005
20604,42,4121,AUC,269.4220
20605,42,4121,survival,84.0000
20606,16,4122,mRECIST,PD
20607,16,4122,best.average.response,36.4902
20608,16,4122,slope,87.7548
20609,16,4122,AUC,797.2734
20610,16,4122,survival,47.0000
20611,1,4123,mRECIST,PD
20612,1,4123,best.average.response,25.4440
20613,1,4123,slope,86.0485
20614,1,4123,AUC,372.5133
20615,1,4123,survival,24.0000
20616,2,4124,mRECIST,SD
20617,2,4124,best.average.response,12.4504
20618,2,4124,slope,79.9531
20619,2,4124,AUC,303.8326
20620,2,4124,survival,37.0000
20621,3,4125,mRECIST,SD
20622,3,4125,best.average.response,-16.6202
20623,3,4125,slope,34.2710
20624,3,4125,AUC,206.6855
20625,3,4125,survival,83.0000
20626,4,4126,mRECIST,SD
20627,4,4126,best.average.response,-1.9488
20628,4,4126,slope,71.7157
20629,4,4126,AUC,240.6505
20630,4,4126,survival,28.0000
20631,5,4127,mRECIST,SD
20632,5,4127,best.average.response,-7.3128
20633,5,4127,slope,26.9389
20634,5,4127,AUC,223.6171
20635,5,4127,survival,165.0000
20636,6,4128,mRECIST,SD
20637,6,4128,best.average.response,-21.4397
20638,6,4128,slope,70.4235
20639,6,4128,AUC,226.0168
20640,6,4128,survival,39.0000
20641,7,4129,mRECIST,SD
20642,7,4129,best.average.response,6.5083
20643,7,4129,slope,75.9255
20644,7,4129,AUC,276.4812
20645,7,4129,survival,57.0000
20646,8,4130,mRECIST,PD
20647,8,4130,best.average.response,33.8481
20648,8,4130,slope,81.2061
20649,8,4130,AUC,320.6391
20650,8,4130,survival,27.0000
20651,9,4131,mRECIST,SD
20652,9,4131,best.average.response,0.7480
20653,9,4131,slope,78.1967
20654,9,4131,AUC,263.4335
20655,9,4131,survival,30.0000
20656,10,4132,mRECIST,SD
20657,10,4132,best.average.response,-13.6998
20658,10,4132,slope,65.9662
20659,10,4132,AUC,253.5614
20660,10,4132,survival,60.0000
20661,11,4133,mRECIST,SD
20662,11,4133,best.average.response,17.5746
20663,11,4133,slope,79.2469
20664,11,4133,AUC,289.3110
20665,11,4133,survival,31.0000
20666,12,4134,mRECIST,PR
20667,12,4134,best.average.response,-29.7741
20668,12,4134,slope,-65.3483
20669,12,4134,AUC,150.2890
20670,12,4134,survival,139.0000
20671,13,4135,mRECIST,PR
20672,13,4135,best.average.response,-26.5463
20673,13,4135,slope,-58.2493
20674,13,4135,AUC,142.5708
20675,13,4135,survival,236.0000
20676,14,4136,mRECIST,SD
20677,14,4136,best.average.response,8.4017
20678,14,4136,slope,78.8564
20679,14,4136,AUC,273.7646
20680,14,4136,survival,24.0000
20681,15,4137,mRECIST,SD
20682,15,4137,best.average.response,8.2644
20683,15,4137,slope,81.1450
20684,15,4137,AUC,263.0118
20685,15,4137,survival,28.0000
20686,16,4138,mRECIST,PD
20687,16,4138,best.average.response,38.6403
20688,16,4138,slope,87.5050
20689,16,4138,AUC,456.9766
20690,16,4138,survival,25.0000
20691,17,4139,mRECIST,SD
20692,17,4139,best.average.response,1.0962
20693,17,4139,slope,81.9988
20694,17,4139,AUC,261.5681
20695,17,4139,survival,27.0000
20696,34,4140,mRECIST,PD
20697,34,4140,best.average.response,37.6938
20698,34,4140,slope,85.6187
20699,34,4140,AUC,630.6379
20700,34,4140,survival,62.0000
20701,1,4141,mRECIST,SD
20702,1,4141,best.average.response,-5.4799
20703,1,4141,slope,76.0679
20704,1,4141,AUC,340.7217
20705,1,4141,survival,46.0000
20706,2,4142,mRECIST,SD
20707,2,4142,best.average.response,-5.9736
20708,2,4142,slope,19.7357
20709,2,4142,AUC,200.2062
20710,2,4142,survival,68.0000
20711,35,4143,mRECIST,SD
20712,35,4143,best.average.response,13.0759
20713,35,4143,slope,80.8869
20714,35,4143,AUC,305.6240
20715,35,4143,survival,25.0000
20716,20,4144,mRECIST,SD
20717,20,4144,best.average.response,14.1227
20718,20,4144,slope,79.5707
20719,20,4144,AUC,349.4697
20720,20,4144,survival,33.0000
20721,36,4145,mRECIST,PR
20722,36,4145,best.average.response,-34.3313
20723,36,4145,slope,-67.9997
20724,36,4145,AUC,159.5422
20725,36,4145,survival,92.0000
20726,37,4146,mRECIST,CR
20727,37,4146,best.average.response,-74.4937
20728,37,4146,slope,-76.7284
20729,37,4146,AUC,46.5716
20730,37,4146,survival,73.0000
20731,38,4147,mRECIST,PR
20732,38,4147,best.average.response,-63.0421
20733,38,4147,slope,-74.1917
20734,38,4147,AUC,69.8888
20735,38,4147,survival,97.0000
20736,39,4148,mRECIST,SD
20737,39,4148,best.average.response,-5.3726
20738,39,4148,slope,38.8525
20739,39,4148,AUC,251.1460
20740,39,4148,survival,50.0000
20741,22,4149,mRECIST,PR
20742,22,4149,best.average.response,-40.5167
20743,22,4149,slope,38.5586
20744,22,4149,AUC,201.8882
20745,22,4149,survival,55.0000
20746,23,4150,mRECIST,SD
20747,23,4150,best.average.response,-22.0026
20748,23,4150,slope,-51.0641
20749,23,4150,AUC,152.1893
20750,23,4150,survival,105.0000
20751,40,4151,mRECIST,PR
20752,40,4151,best.average.response,-38.7124
20753,40,4151,slope,-66.7446
20754,40,4151,AUC,111.4931
20755,40,4151,survival,88.0000
20756,4,4152,mRECIST,PD
20757,4,4152,best.average.response,99.8661
20758,4,4152,slope,87.6619
20759,4,4152,AUC,856.7326
20760,4,4152,survival,46.0000
20761,24,4153,mRECIST,PR
20762,24,4153,best.average.response,-49.9813
20763,24,4153,slope,-76.5691
20764,24,4153,AUC,108.0848
20765,24,4153,survival,105.0000
20766,5,4154,mRECIST,PR
20767,5,4154,best.average.response,-40.3733
20768,5,4154,slope,-41.1660
20769,5,4154,AUC,177.8304
20770,5,4154,survival,105.0000
20771,7,4155,mRECIST,SD
20772,7,4155,best.average.response,-12.3295
20773,7,4155,slope,77.8953
20774,7,4155,AUC,318.2500
20775,7,4155,survival,46.0000
20776,26,4156,mRECIST,PD
20777,26,4156,best.average.response,106.2584
20778,26,4156,slope,88.6758
20779,26,4156,AUC,859.6900
20780,26,4156,survival,25.0000
20781,11,4157,mRECIST,SD
20782,11,4157,best.average.response,1.1837
20783,11,4157,slope,75.6928
20784,11,4157,AUC,328.4163
20785,11,4157,survival,46.0000
20786,41,4158,mRECIST,PD
20787,41,4158,best.average.response,29.1187
20788,41,4158,slope,87.0460
20789,41,4158,AUC,575.9641
20790,41,4158,survival,46.0000
20791,42,4159,mRECIST,PD
20792,42,4159,best.average.response,18.0119
20793,42,4159,slope,80.0251
20794,42,4159,AUC,336.7000
20795,42,4159,survival,46.0000
20796,16,4160,mRECIST,PD
20797,16,4160,best.average.response,127.8759
20798,16,4160,slope,88.5771
20799,16,4160,AUC,820.0040
20800,16,4160,survival,25.0000
20801,34,4161,mRECIST,PD
20802,34,4161,best.average.response,33.6869
20803,34,4161,slope,82.0054
20804,34,4161,AUC,382.4273
20805,34,4161,survival,33.0000
20806,1,4162,mRECIST,PD
20807,1,4162,best.average.response,75.6778
20808,1,4162,slope,88.4531
20809,1,4162,AUC,636.7391
20810,1,4162,survival,23.0000
20811,2,4163,mRECIST,PD
20812,2,4163,best.average.response,30.0902
20813,2,4163,slope,85.3039
20814,2,4163,AUC,394.0167
20815,2,4163,survival,27.0000
20816,35,4164,mRECIST,PD
20817,35,4164,best.average.response,44.0252
20818,35,4164,slope,86.6027
20819,35,4164,AUC,314.1571
20820,35,4164,survival,14.0000
20821,20,4165,mRECIST,PD
20822,20,4165,best.average.response,21.3314
20823,20,4165,slope,85.6218
20824,20,4165,AUC,320.9250
20825,20,4165,survival,20.0000
20826,36,4166,mRECIST,SD
20827,36,4166,best.average.response,-29.7407
20828,36,4166,slope,-69.2208
20829,36,4166,AUC,153.6734
20830,36,4166,survival,32.0000
20831,37,4167,mRECIST,PD
20832,37,4167,best.average.response,50.6443
20833,37,4167,slope,88.1437
20834,37,4167,AUC,577.0111
20835,37,4167,survival,27.0000
20836,38,4168,mRECIST,PD
20837,38,4168,best.average.response,30.5411
20838,38,4168,slope,88.1979
20839,38,4168,AUC,584.8778
20840,38,4168,survival,27.0000
20841,39,4169,mRECIST,PD
20842,39,4169,best.average.response,71.2416
20843,39,4169,slope,88.1284
20844,39,4169,AUC,725.0955
20845,39,4169,survival,33.0000
20846,22,4170,mRECIST,SD
20847,22,4170,best.average.response,4.0298
20848,22,4170,slope,86.1136
20849,22,4170,AUC,393.5648
20850,22,4170,survival,27.0000
20851,23,4171,mRECIST,PD
20852,23,4171,best.average.response,122.4953
20853,23,4171,slope,89.1278
20854,23,4171,AUC,890.6875
20855,23,4171,survival,20.0000
20856,40,4172,mRECIST,PD
20857,40,4172,best.average.response,186.5254
20858,40,4172,slope,89.3440
20859,40,4172,AUC,784.0036
20860,40,4172,survival,14.0000
20861,4,4173,mRECIST,PD
20862,4,4173,best.average.response,64.9225
20863,4,4173,slope,87.8371
20864,4,4173,AUC,654.7803
20865,4,4173,survival,33.0000
20866,24,4174,mRECIST,SD
20867,24,4174,best.average.response,-18.9947
20868,24,4174,slope,64.0044
20869,24,4174,AUC,250.0292
20870,24,4174,survival,53.0000
20871,5,4175,mRECIST,SD
20872,5,4175,best.average.response,15.3943
20873,5,4175,slope,84.1446
20874,5,4175,AUC,381.8591
20875,5,4175,survival,33.0000
20876,7,4176,mRECIST,PD
20877,7,4176,best.average.response,76.1535
20878,7,4176,slope,88.2697
20879,7,4176,AUC,832.7641
20880,7,4176,survival,39.0000
20881,26,4177,mRECIST,PD
20882,26,4177,best.average.response,60.0950
20883,26,4177,slope,88.0628
20884,26,4177,AUC,433.4250
20885,26,4177,survival,14.0000
20886,11,4178,mRECIST,PD
20887,11,4178,best.average.response,23.0813
20888,11,4178,slope,86.0911
20889,11,4178,AUC,411.1983
20890,11,4178,survival,30.0000
20891,30,4179,mRECIST,SD
20892,30,4179,best.average.response,12.2059
20893,30,4179,slope,79.1732
20894,30,4179,AUC,359.8376
20895,30,4179,survival,106.0000
20896,41,4180,mRECIST,PD
20897,41,4180,best.average.response,147.4109
20898,41,4180,slope,89.1260
20899,41,4180,AUC,861.7775
20900,41,4180,survival,20.0000
20901,42,4181,mRECIST,PD
20902,42,4181,best.average.response,15.9866
20903,42,4181,slope,86.5571
20904,42,4181,AUC,395.6924
20905,42,4181,survival,33.0000
20906,16,4182,mRECIST,PD
20907,16,4182,best.average.response,40.6379
20908,16,4182,slope,86.9235
20909,16,4182,AUC,640.0521
20910,16,4182,survival,47.0000
20911,1,4183,mRECIST,PD
20912,1,4183,best.average.response,129.3605
20913,1,4183,slope,89.1260
20914,1,4183,AUC,832.5058
20915,1,4183,survival,19.0000
20916,2,4184,mRECIST,PD
20917,2,4184,best.average.response,50.1402
20918,2,4184,slope,88.1035
20919,2,4184,AUC,539.5326
20920,2,4184,survival,23.0000
20921,3,4185,mRECIST,CR
20922,3,4185,best.average.response,-75.8501
20923,3,4185,slope,-79.0749
20924,3,4185,AUC,44.2662
20925,3,4185,survival,272.0000
20926,4,4186,mRECIST,NA
20927,4,4186,best.average.response,NA
20928,4,4186,slope,89.3281
20929,4,4186,AUC,724.2664
20930,4,4186,survival,14.0000
20931,5,4187,mRECIST,PD
20932,5,4187,best.average.response,44.0774
20933,5,4187,slope,85.6731
20934,5,4187,AUC,370.7623
20935,5,4187,survival,22.0000
20936,6,4188,mRECIST,PR
20937,6,4188,best.average.response,-61.6918
20938,6,4188,slope,8.9750
20939,6,4188,AUC,142.3811
20940,6,4188,survival,55.0000
20941,7,4189,mRECIST,PD
20942,7,4189,best.average.response,252.8132
20943,7,4189,slope,89.1437
20944,7,4189,AUC,945.3657
20945,7,4189,survival,22.0000
20946,8,4190,mRECIST,PD
20947,8,4190,best.average.response,64.9326
20948,8,4190,slope,88.4885
20949,8,4190,AUC,518.3687
20950,8,4190,survival,19.0000
20951,9,4191,mRECIST,PD
20952,9,4191,best.average.response,49.5660
20953,9,4191,slope,87.2475
20954,9,4191,AUC,471.4898
20955,9,4191,survival,23.0000
20956,10,4192,mRECIST,PD
20957,10,4192,best.average.response,167.6711
20958,10,4192,slope,89.0948
20959,10,4192,AUC,818.6114
20960,10,4192,survival,21.0000
20961,11,4193,mRECIST,PD
20962,11,4193,best.average.response,110.9184
20963,11,4193,slope,88.4744
20964,11,4193,AUC,595.9391
20965,11,4193,survival,22.0000
20966,12,4194,mRECIST,PD
20967,12,4194,best.average.response,57.4841
20968,12,4194,slope,86.9401
20969,12,4194,AUC,524.2755
20970,12,4194,survival,22.0000
20971,13,4195,mRECIST,SD
20972,13,4195,best.average.response,3.1071
20973,13,4195,slope,45.6129
20974,13,4195,AUC,220.9171
20975,13,4195,survival,66.0000
20976,14,4196,mRECIST,PD
20977,14,4196,best.average.response,66.2990
20978,14,4196,slope,87.8508
20979,14,4196,AUC,518.9300
20980,14,4196,survival,23.0000
20981,15,4197,mRECIST,PD
20982,15,4197,best.average.response,166.2318
20983,15,4197,slope,88.8605
20984,15,4197,AUC,789.3666
20985,15,4197,survival,22.0000
20986,16,4198,mRECIST,NA
20987,16,4198,best.average.response,NA
20988,16,4198,slope,89.7890
20989,16,4198,AUC,1434.2306
20990,16,4198,survival,9.0000
20991,17,4199,mRECIST,PD
20992,17,4199,best.average.response,30.0506
20993,17,4199,slope,85.4498
20994,17,4199,AUC,356.4489
20995,17,4199,survival,23.0000
20996,1,4200,mRECIST,SD
20997,1,4200,best.average.response,-0.6380
20998,1,4200,slope,79.5124
20999,1,4200,AUC,236.0659
21000,1,4200,survival,33.0000
21001,2,4201,mRECIST,PD
21002,2,4201,best.average.response,49.1136
21003,2,4201,slope,87.6189
21004,2,4201,AUC,478.6109
21005,2,4201,survival,22.0000
21006,3,4202,mRECIST,PR
21007,3,4202,best.average.response,-38.1709
21008,3,4202,slope,-70.2557
21009,3,4202,AUC,140.4576
21010,3,4202,survival,141.0000
21011,4,4203,mRECIST,PD
21012,4,4203,best.average.response,38.4757
21013,4,4203,slope,87.1756
21014,4,4203,AUC,398.4143
21015,4,4203,survival,21.0000
21016,5,4204,mRECIST,PD
21017,5,4204,best.average.response,14.9968
21018,5,4204,slope,85.5717
21019,5,4204,AUC,343.5423
21020,5,4204,survival,28.0000
21021,6,4205,mRECIST,PD
21022,6,4205,best.average.response,23.9152
21023,6,4205,slope,82.9229
21024,6,4205,AUC,265.3227
21025,6,4205,survival,13.0000
21026,7,4206,mRECIST,SD
21027,7,4206,best.average.response,-13.9552
21028,7,4206,slope,80.0597
21029,7,4206,AUC,244.0667
21030,7,4206,survival,21.0000
21031,8,4207,mRECIST,PR
21032,8,4207,best.average.response,-36.8628
21033,8,4207,slope,-65.8927
21034,8,4207,AUC,141.0895
21035,8,4207,survival,91.0000
21036,9,4208,mRECIST,PD
21037,9,4208,best.average.response,81.1396
21038,9,4208,slope,88.3988
21039,9,4208,AUC,512.7341
21040,9,4208,survival,17.0000
21041,10,4209,mRECIST,PD
21042,10,4209,best.average.response,114.8387
21043,10,4209,slope,89.1706
21044,10,4209,AUC,764.0376
21045,10,4209,survival,17.0000
21046,11,4210,mRECIST,PD
21047,11,4210,best.average.response,81.5300
21048,11,4210,slope,87.8574
21049,11,4210,AUC,525.8136
21050,11,4210,survival,21.0000
21051,12,4211,mRECIST,SD
21052,12,4211,best.average.response,-26.9677
21053,12,4211,slope,21.5107
21054,12,4211,AUC,169.0159
21055,12,4211,survival,107.0000
21056,13,4212,mRECIST,PR
21057,13,4212,best.average.response,-28.1571
21058,13,4212,slope,-56.0126
21059,13,4212,AUC,146.5778
21060,13,4212,survival,218.0000
21061,14,4213,mRECIST,PD
21062,14,4213,best.average.response,63.3254
21063,14,4213,slope,88.7787
21064,14,4213,AUC,698.9802
21065,14,4213,survival,22.0000
21066,15,4214,mRECIST,PD
21067,15,4214,best.average.response,114.7481
21068,15,4214,slope,89.0355
21069,15,4214,AUC,836.1138
21070,15,4214,survival,21.0000
21071,16,4215,mRECIST,PD
21072,16,4215,best.average.response,227.9618
21073,16,4215,slope,89.4546
21074,16,4215,AUC,954.3254
21075,16,4215,survival,14.0000
21076,17,4216,mRECIST,PD
21077,17,4216,best.average.response,48.0613
21078,17,4216,slope,88.0408
21079,17,4216,AUC,533.8979
21080,17,4216,survival,21.0000
21081,43,4217,mRECIST,PD
